MRSTATEPSTL,DOB_MM,ptb_prop,ptb_prop2,n,year,state_name,Census_Region
ID,1,0.06532988357050452,6.53,1546,2011,Idaho,West
ID,2,0.063257065948856,6.33,1486,2011,Idaho,West
ID,3,0.06358381502890173,6.36,1730,2011,Idaho,West
ID,4,0.059844404548174746,5.98,1671,2011,Idaho,West
ID,5,0.062360801781737196,6.24,1796,2011,Idaho,West
ID,6,0.05958702064896755,5.96,1695,2011,Idaho,West
ID,7,0.048156956004756245,4.82,1682,2011,Idaho,West
ID,8,0.06418918918918919,6.42,1776,2011,Idaho,West
ID,9,0.05939987752602572,5.94,1633,2011,Idaho,West
ID,10,0.05217965653896962,5.22,1514,2011,Idaho,West
ID,11,0.05283757338551859,5.28,1533,2011,Idaho,West
ID,12,0.06233243967828418,6.23,1492,2011,Idaho,West
IL,1,0.08064516129032258,8.06,10478,2011,Illinois,Midwest
IL,2,0.07013226699477083,7.01,9753,2011,Illinois,Midwest
IL,3,0.0763129102844639,7.63,10968,2011,Illinois,Midwest
IL,4,0.07388316151202749,7.39,10476,2011,Illinois,Midwest
IL,5,0.07715294756859549,7.72,11043,2011,Illinois,Midwest
IL,6,0.07455528426927102,7.46,11468,2011,Illinois,Midwest
IL,7,0.0709100118183353,7.09,11846,2011,Illinois,Midwest
IL,8,0.07184884395458689,7.18,12067,2011,Illinois,Midwest
IL,9,0.07245222929936306,7.25,11304,2011,Illinois,Midwest
IL,10,0.07592800899887514,7.59,10668,2011,Illinois,Midwest
IL,11,0.07709840451887821,7.71,10091,2011,Illinois,Midwest
IL,12,0.07575757575757576,7.58,10626,2011,Illinois,Midwest
KS,1,0.07930214115781126,7.93,2522,2011,Kansas,Midwest
KS,2,0.07256778309409888,7.26,2508,2011,Kansas,Midwest
KS,3,0.0659264399722415,6.59,2882,2011,Kansas,Midwest
KS,4,0.07718373493975904,7.72,2656,2011,Kansas,Midwest
KS,5,0.06344522316488381,6.34,2711,2011,Kansas,Midwest
KS,6,0.07021202641640598,7.02,2877,2011,Kansas,Midwest
KS,7,0.07017543859649122,7.02,2907,2011,Kansas,Midwest
KS,8,0.06351351351351352,6.35,2960,2011,Kansas,Midwest
KS,9,0.06522497384025114,6.52,2867,2011,Kansas,Midwest
KS,10,0.07591344448385952,7.59,2819,2011,Kansas,Midwest
KS,11,0.07072484166080226,7.07,2842,2011,Kansas,Midwest
KS,12,0.07360406091370558,7.36,2758,2011,Kansas,Midwest
LA,1,0.097727827999022715,9.77,4093,2011,Louisiana,South
LA,2,0.09039109039109039,9.04,3861,2011,Louisiana,South
LA,3,0.09594272076372315,9.59,4190,2011,Louisiana,South
LA,4,0.10327388874101677,10.33,3757,2011,Louisiana,South
LA,5,0.11155378486055777,11.16,4016,2011,Louisiana,South
LA,6,0.11140841644368767,11.14,4111,2011,Louisiana,South
LA,7,0.10240828269187487,10.24,4443,2011,Louisiana,South
LA,8,0.09406565656565656,9.41,4752,2011,Louisiana,South
LA,9,0.09831767533318768,9.83,4577,2011,Louisiana,South
LA,10,0.09872966347225318,9.87,4487,2011,Louisiana,South
LA,11,0.09003741814780168,9,4276,2011,Louisiana,South
LA,12,0.10036917397323489,10.04,4334,2011,Louisiana,South
MD,1,0.08388814913448735,8.39,3755,2011,Maryland,South
MD,2,0.08163841807909604,8.16,3540,2011,Maryland,South
MD,3,0.07185084129149613,7.19,4398,2011,Maryland,South
MD,4,0.0765938274386123,7.66,4439,2011,Maryland,South
MD,5,0.08073843416370106,8.07,4496,2011,Maryland,South
MD,6,0.07788624787775891,7.79,4712,2011,Maryland,South
MD,7,0.07836134453781513,7.84,4760,2011,Maryland,South
MD,8,0.07512315270935961,7.51,4872,2011,Maryland,South
MD,9,0.0638609715242881,6.39,4776,2011,Maryland,South
MD,10,0.07990040742417383,7.99,4418,2011,Maryland,South
MD,11,0.07763276327632763,7.76,4444,2011,Maryland,South
MD,12,0.07542579075425791,7.54,4521,2011,Maryland,South
MO,1,0.06414119672836849,6.41,4646,2011,Missouri,Midwest
MO,2,0.06794582392776524,6.79,4430,2011,Missouri,Midwest
MO,3,0.07129686539643516,7.13,4881,2011,Missouri,Midwest
MO,4,0.07520067596113224,7.52,4734,2011,Missouri,Midwest
MO,5,0.08155026241421073,8.16,4954,2011,Missouri,Midwest
MO,6,0.06917638066118861,6.92,5233,2011,Missouri,Midwest
MO,7,0.07492739593417232,7.49,5165,2011,Missouri,Midwest
MO,8,0.07496891099662462,7.5,5629,2011,Missouri,Midwest
MO,9,0.0665907797381901,6.66,5271,2011,Missouri,Midwest
MO,10,0.07023208879919274,7.02,4955,2011,Missouri,Midwest
MO,11,0.0762284754304914,7.62,4762,2011,Missouri,Midwest
MO,12,0.079313824419778,7.93,4955,2011,Missouri,Midwest
NC,1,0.08788927335640138,8.79,8670,2011,North Carolina,South
NC,2,0.08287714831317632,8.29,7855,2011,North Carolina,South
NC,3,0.08243891299383421,8.24,8758,2011,North Carolina,South
NC,4,0.07928666104349921,7.93,8299,2011,North Carolina,South
NC,5,0.08612831599859765,8.61,8557,2011,North Carolina,South
NC,6,0.08602395892755277,8.6,8765,2011,North Carolina,South
NC,7,0.08330560177481974,8.33,9015,2011,North Carolina,South
NC,8,0.07519510651761231,7.52,9482,2011,North Carolina,South
NC,9,0.07091346153846154,7.09,9152,2011,North Carolina,South
NC,10,0.08063031976075455,8.06,8694,2011,North Carolina,South
NC,11,0.08225919850011718,8.23,8534,2011,North Carolina,South
NC,12,0.08433459205858794,8.43,8739,2011,North Carolina,South
ND,1,0.06856187290969899,6.86,598,2011,North Dakota,Midwest
ND,2,0.05741626794258373,5.74,627,2011,North Dakota,Midwest
ND,3,0.058823529411764705,5.88,646,2011,North Dakota,Midwest
ND,4,0.058734939759036146,5.87,664,2011,North Dakota,Midwest
ND,5,0.06013986013986014,6.01,715,2011,North Dakota,Midwest
ND,6,0.060781476121562955,6.08,691,2011,North Dakota,Midwest
ND,7,0.06543385490753911,6.54,703,2011,North Dakota,Midwest
ND,8,0.05221932114882506,5.22,766,2011,North Dakota,Midwest
ND,9,0.059639389736477116,5.96,721,2011,North Dakota,Midwest
ND,10,0.05822416302765648,5.82,687,2011,North Dakota,Midwest
ND,11,0.06976744186046512,6.98,645,2011,North Dakota,Midwest
ND,12,0.07636887608069164,7.64,694,2011,North Dakota,Midwest
NE,1,0.08469449485783424,8.47,1653,2011,Nebraska,Midwest
NE,2,0.07867867867867868,7.87,1665,2011,Nebraska,Midwest
NE,3,0.0700836820083682,7.01,1912,2011,Nebraska,Midwest
NE,4,0.06892778993435449,6.89,1828,2011,Nebraska,Midwest
NE,5,0.07376594564614532,7.38,1803,2011,Nebraska,Midwest
NE,6,0.0670569451836083,6.71,1879,2011,Nebraska,Midwest
NE,7,0.07874865156418555,7.87,1854,2011,Nebraska,Midwest
NE,8,0.06673209028459273,6.67,2038,2011,Nebraska,Midwest
NE,9,0.06782178217821783,6.78,2020,2011,Nebraska,Midwest
NE,10,0.0812720848056537,8.13,1698,2011,Nebraska,Midwest
NE,11,0.07006369426751592,7.01,1727,2011,Nebraska,Midwest
NE,12,0.06253312135665076,6.25,1887,2011,Nebraska,Midwest
NM,1,0.04201680672268908,4.2,1190,2011,New Mexico,West
NM,2,0.05662100456621005,5.66,1095,2011,New Mexico,West
NM,3,0.04978165938864629,4.98,1145,2011,New Mexico,West
NM,4,0.05679862306368331,5.68,1162,2011,New Mexico,West
NM,5,0.049194991055456175,4.92,1118,2011,New Mexico,West
NM,6,0.06936936936936937,6.94,1110,2011,New Mexico,West
NM,7,0.04948124501197127,4.95,1253,2011,New Mexico,West
NM,8,0.05411764705882353,5.41,1275,2011,New Mexico,West
NM,9,0.03366488140780413,3.37,1307,2011,New Mexico,West
NM,10,0.04927782497875956,4.93,1177,2011,New Mexico,West
NM,11,0.05383936451897617,5.38,1133,2011,New Mexico,West
NM,12,0.04888888888888889,4.89,1125,2011,New Mexico,West
NV,1,0.09515366430260047,9.52,1692,2011,Nevada,West
NV,2,0.07977386934673367,7.98,1592,2011,Nevada,West
NV,3,0.0824235807860262,8.24,1832,2011,Nevada,West
NV,4,0.09064830751577739,9.06,1743,2011,Nevada,West
NV,5,0.07738419618528611,7.74,1835,2011,Nevada,West
NV,6,0.07876154263986963,7.88,1841,2011,Nevada,West
NV,7,0.09404045926735921,9.4,1829,2011,Nevada,West
NV,8,0.09487951807228916,9.49,1992,2011,Nevada,West
NV,9,0.08845958312150483,8.85,1967,2011,Nevada,West
NV,10,0.09192348565356004,9.19,1882,2011,Nevada,West
NV,11,0.06997518610421836,7,2015,2011,Nevada,West
NV,12,0.10268714011516315,10.27,2084,2011,Nevada,West
NY,1,0.07039743361254679,7.04,16833,2011,New York,Northeast
NY,2,0.07058898278162526,7.06,15739,2011,New York,Northeast
NY,3,0.06789586594770106,6.79,17247,2011,New York,Northeast
NY,4,0.07043094186462934,7.04,16754,2011,New York,Northeast
NY,5,0.06824760632375863,6.82,17964,2011,New York,Northeast
NY,6,0.066546072466151407,6.65,18243,2011,New York,Northeast
NY,7,0.07012859633827376,7.01,18352,2011,New York,Northeast
NY,8,0.06603014536287079,6.6,18643,2011,New York,Northeast
NY,9,0.06637192594639403,6.64,18095,2011,New York,Northeast
NY,10,0.06993700419972002,6.99,17144,2011,New York,Northeast
NY,11,0.06654581603415005,6.65,17101,2011,New York,Northeast
NY,12,0.07337734416077583,7.34,17117,2011,New York,Northeast
OH,1,0.08025417745351847,8.03,8498,2011,Ohio,Midwest
OH,2,0.07714831317632082,7.71,7855,2011,Ohio,Midwest
OH,3,0.07605665216906435,7.61,8967,2011,Ohio,Midwest
OH,4,0.08162344983089065,8.16,8870,2011,Ohio,Midwest
OH,5,0.07925819626890385,7.93,9059,2011,Ohio,Midwest
OH,6,0.0748635027299454,7.49,9524,2011,Ohio,Midwest
OH,7,0.07586922677737416,7.59,9635,2011,Ohio,Midwest
OH,8,0.0754228855721393,7.54,10050,2011,Ohio,Midwest
OH,9,0.0724487683709377,7.24,9662,2011,Ohio,Midwest
OH,10,0.07830723092302566,7.83,9003,2011,Ohio,Midwest
OH,11,0.0724936912135811,7.25,8718,2011,Ohio,Midwest
OH,12,0.07545271629778671,7.55,8946,2011,Ohio,Midwest
OK,1,0.09473684210526316,9.47,3515,2011,Oklahoma,South
OK,2,0.07807153965785381,7.81,3215,2011,Oklahoma,South
OK,3,0.09140667761357417,9.14,3654,2011,Oklahoma,South
OK,4,0.09064665127020785,9.06,3464,2011,Oklahoma,South
OK,5,0.08917197452229299,8.92,3454,2011,Oklahoma,South
OK,6,0.09257236482796286,9.26,3662,2011,Oklahoma,South
OK,7,0.08228180862250263,8.23,3804,2011,Oklahoma,South
OK,8,0.07799171338045333,7.8,4103,2011,Oklahoma,South
OK,9,0.08220230473751601,8.22,3905,2011,Oklahoma,South
OK,10,0.07769208797486432,7.77,3501,2011,Oklahoma,South
OK,11,0.07860860038345659,7.86,3651,2011,Oklahoma,South
OK,12,0.08184855233853007,8.18,3592,2011,Oklahoma,South
OR,1,0.0694579681921454,6.95,3081,2011,Oregon,West
OR,2,0.05224913494809689,5.22,2890,2011,Oregon,West
OR,3,0.05977146205684149,5.98,3413,2011,Oregon,West
OR,4,0.05447352404138771,5.45,3286,2011,Oregon,West
OR,5,0.05051078320090806,5.05,3524,2011,Oregon,West
OR,6,0.045689655172413794,4.57,3480,2011,Oregon,West
OR,7,0.057983433304770064,5.8,3501,2011,Oregon,West
OR,8,0.044981726173741916,4.5,3557,2011,Oregon,West
OR,9,0.058080048149262715,5.81,3323,2011,Oregon,West
OR,10,0.048516687268232384,4.85,3236,2011,Oregon,West
OR,11,0.0584436551501453,5.84,3097,2011,Oregon,West
OR,12,0.060133630289532294,6.01,3143,2011,Oregon,West
PA,1,0.07886363636363636,7.89,8800,2011,Pennsylvania,Northeast
PA,2,0.06842169113186947,6.84,8243,2011,Pennsylvania,Northeast
PA,3,0.07412648307390879,7.41,9187,2011,Pennsylvania,Northeast
PA,4,0.06945531819706968,6.95,8941,2011,Pennsylvania,Northeast
PA,5,0.06873446449800065,6.87,9253,2011,Pennsylvania,Northeast
PA,6,0.07008564863171088,7.01,9574,2011,Pennsylvania,Northeast
PA,7,0.06599249374478733,6.6,9592,2011,Pennsylvania,Northeast
PA,8,0.0668920303216554,6.69,9762,2011,Pennsylvania,Northeast
PA,9,0.06459152236268989,6.46,9413,2011,Pennsylvania,Northeast
PA,10,0.06469248291571754,6.47,8780,2011,Pennsylvania,Northeast
PA,11,0.06508089833373581,6.51,8282,2011,Pennsylvania,Northeast
PA,12,0.0689342990170719,6.89,7732,2011,Pennsylvania,Northeast
SC,1,0.09093257556187032,9.09,3871,2011,South Carolina,South
SC,2,0.08706677937447169,8.71,3549,2011,South Carolina,South
SC,3,0.089,8.9,4000,2011,South Carolina,South
SC,4,0.09180868609125893,9.18,3638,2011,South Carolina,South
SC,5,0.09642761214074672,9.64,3723,2011,South Carolina,South
SC,6,0.09442917811641269,9.44,4003,2011,South Carolina,South
SC,7,0.10833539450902795,10.83,4043,2011,South Carolina,South
SC,8,0.08694659972615244,8.69,4382,2011,South Carolina,South
SC,9,0.09507722007722008,9.51,4144,2011,South Carolina,South
SC,10,0.08984771573604061,8.98,3940,2011,South Carolina,South
SC,11,0.09334334334334335,9.33,3996,2011,South Carolina,South
SC,12,0.09222248976643391,9.22,4153,2011,South Carolina,South
SD,1,0.07105263157894737,7.11,760,2011,South Dakota,Midwest
SD,2,0.05583756345177665,5.58,788,2011,South Dakota,Midwest
SD,3,0.05680473372781065,5.68,845,2011,South Dakota,Midwest
SD,4,0.07032181168057211,7.03,839,2011,South Dakota,Midwest
SD,5,0.05963302752293578,5.96,872,2011,South Dakota,Midwest
SD,6,0.05951115834218916,5.95,941,2011,South Dakota,Midwest
SD,7,0.05828571428571429,5.83,875,2011,South Dakota,Midwest
SD,8,0.06761177753544166,6.76,917,2011,South Dakota,Midwest
SD,9,0.05537098560354374,5.54,903,2011,South Dakota,Midwest
SD,10,0.05767012687427912,5.77,867,2011,South Dakota,Midwest
SD,11,0.05773955773955774,5.77,814,2011,South Dakota,Midwest
SD,12,0.051094890510948905,5.11,822,2011,South Dakota,Midwest
TN,1,0.09972022382094324,9.97,5004,2011,Tennessee,South
TN,2,0.09251758686847154,9.25,4691,2011,Tennessee,South
TN,3,0.09074626865671642,9.07,5025,2011,Tennessee,South
TN,4,0.08871493803000652,8.87,4599,2011,Tennessee,South
TN,5,0.08842573856738163,8.84,4942,2011,Tennessee,South
TN,6,0.09348718951691766,9.35,5113,2011,Tennessee,South
TN,7,0.08537268821221745,8.54,5353,2011,Tennessee,South
TN,8,0.08342151675485009,8.34,5670,2011,Tennessee,South
TN,9,0.08714075165806927,8.71,5428,2011,Tennessee,South
TN,10,0.08828186856690419,8.83,5052,2011,Tennessee,South
TN,11,0.09045323047251688,9.05,5185,2011,Tennessee,South
TN,12,0.0826303680981595,8.26,5216,2011,Tennessee,South
TX,1,0.09013492590134926,9.01,27126,2011,Texas,South
TX,2,0.08672032193158953,8.67,24850,2011,Texas,South
TX,3,0.08833015686849435,8.83,27284,2011,Texas,South
TX,4,0.0910305268534161,9.1,25453,2011,Texas,South
TX,5,0.0920006003301816,9.2,26652,2011,Texas,South
TX,6,0.0894294141208171,8.94,27463,2011,Texas,South
TX,7,0.08906584347704073,8.91,28507,2011,Texas,South
TX,8,0.08373182394847273,8.37,30741,2011,Texas,South
TX,9,0.07853668423186055,7.85,29604,2011,Texas,South
TX,10,0.08652340970542194,8.65,28108,2011,Texas,South
TX,11,0.08427451262499101,8.43,27802,2011,Texas,South
TX,12,0.08567425569176883,8.57,28550,2011,Texas,South
UT,1,0.07724676886083559,7.72,3327,2011,Utah,West
UT,2,0.07746478873239436,7.75,3266,2011,Utah,West
UT,3,0.08027282266526757,8.03,3812,2011,Utah,West
UT,4,0.0688836104513064,6.89,3789,2011,Utah,West
UT,5,0.07217546544248916,7.22,3921,2011,Utah,West
UT,6,0.06824477461596574,6.82,3971,2011,Utah,West
UT,7,0.06907059421025902,6.91,3938,2011,Utah,West
UT,8,0.06524375454765947,6.52,4123,2011,Utah,West
UT,9,0.06290849673202614,6.29,3672,2011,Utah,West
UT,10,0.07380281690140846,7.38,3550,2011,Utah,West
UT,11,0.072992700729927,7.3,3288,2011,Utah,West
UT,12,0.07430150445194965,7.43,3257,2011,Utah,West
VT,1,0.04076086956521739,4.08,368,2011,Vermont,Northeast
VT,2,0.05507246376811594,5.51,345,2011,Vermont,Northeast
VT,3,0.0661764705882353,6.62,408,2011,Vermont,Northeast
VT,4,0.055232558139534885,5.52,344,2011,Vermont,Northeast
VT,5,0.0488997555012225,4.89,409,2011,Vermont,Northeast
VT,6,0.03686635944700461,3.69,434,2011,Vermont,Northeast
VT,7,0.045351473922902494,4.54,441,2011,Vermont,Northeast
VT,8,0.06292134831460675,6.29,445,2011,Vermont,Northeast
VT,9,0.0539906103286385,5.4,426,2011,Vermont,Northeast
VT,10,0.045,4.5,400,2011,Vermont,Northeast
VT,11,0.06264501160092807,6.26,431,2011,Vermont,Northeast
VT,12,0.07262569832402235,7.26,358,2011,Vermont,Northeast
WA,1,0.06558900037160907,6.56,5382,2011,Washington,West
WA,2,0.06673170731707317,6.67,5125,2011,Washington,West
WA,3,0.06537043245055313,6.54,5966,2011,Washington,West
WA,4,0.06349206349206349,6.35,5859,2011,Washington,West
WA,5,0.05492888670917116,5.49,6117,2011,Washington,West
WA,6,0.056059624108878804,5.61,6172,2011,Washington,West
WA,7,0.05795019157088123,5.8,6264,2011,Washington,West
WA,8,0.053683879093198994,5.37,6352,2011,Washington,West
WA,9,0.060284267276588796,6.03,6121,2011,Washington,West
WA,10,0.061771358969897334,6.18,5747,2011,Washington,West
WA,11,0.06062846580406654,6.06,5410,2011,Washington,West
WA,12,0.05783839779005525,5.78,5792,2011,Washington,West
WI,1,0.07432931331528428,7.43,4063,2011,Wisconsin,Midwest
WI,2,0.06852085967130214,6.85,3955,2011,Wisconsin,Midwest
WI,3,0.06699310037836635,6.7,4493,2011,Wisconsin,Midwest
WI,4,0.06963916341071018,6.96,4351,2011,Wisconsin,Midwest
WI,5,0.06748598533850798,6.75,4638,2011,Wisconsin,Midwest
WI,6,0.06714579055441479,6.71,4870,2011,Wisconsin,Midwest
WI,7,0.06524390243902439,6.52,4920,2011,Wisconsin,Midwest
WI,8,0.06531027466937946,6.53,4915,2011,Wisconsin,Midwest
WI,9,0.06720765709529755,6.72,4806,2011,Wisconsin,Midwest
WI,10,0.07096774193548387,7.1,4495,2011,Wisconsin,Midwest
WI,11,0.07407407407407407,7.41,4455,2011,Wisconsin,Midwest
WI,12,0.06820809248554913,6.82,4325,2011,Wisconsin,Midwest
WY,1,0.08823529411764706,8.82,476,2011,Wyoming,West
WY,2,0.07517084282460136,7.52,439,2011,Wyoming,West
WY,3,0.0718132854578097,7.18,557,2011,Wyoming,West
WY,4,0.06666666666666667,6.67,480,2011,Wyoming,West
WY,5,0.054307116104868915,5.43,534,2011,Wyoming,West
WY,6,0.0660377358490566,6.6,530,2011,Wyoming,West
WY,7,0.06420233463035019,6.42,514,2011,Wyoming,West
WY,8,0.05343511450381679,5.34,524,2011,Wyoming,West
WY,9,0.05182341650671785,5.18,521,2011,Wyoming,West
WY,10,0.03765690376569038,3.77,478,2011,Wyoming,West
WY,11,0.0498960498960499,4.99,481,2011,Wyoming,West
WY,12,0.07172995780590717,7.17,474,2011,Wyoming,West
