"parameter","method","coverage","bias","MSE","power"
"DTE..41","group.time.ATT.ever.adopted",0.9,0.000432085022132738,5.07079647486965e-05,0.05
"DTE..41","stacked.regression",0.86,-3.50042852063568e-05,3.84189724489368e-05,0.05
"DTE..41","TWFE",0.97,0.000284810272554652,7.94505061019057e-05,0.02
"DTE..41","TWFE.ever.adopted",0.97,0.000284810272554652,7.94505061019057e-05,0.02
"DTE..42","group.time.ATT",0.92,0.000377032537624797,3.07381382237024e-05,0.04
"DTE..42","group.time.ATT.ever.adopted",0.9,-0.000284971802813987,5.11437083776206e-05,0.06
"DTE..42","stacked.regression",0.92,-9.12780226982654e-06,3.69199613736549e-05,0.03
"DTE..42","TWFE",0.98,-0.000928970546082928,5.59141554536198e-05,0.01
"DTE..42","TWFE.ever.adopted",0.98,-0.000928970546082928,5.59141554536198e-05,0.01
"DTE..43","group.time.ATT",0.98,-0.000395170212549865,4.11910894216813e-05,0
"DTE..43","group.time.ATT.ever.adopted",0.89,-0.00026752136030034,7.48797986437877e-05,0.07
"DTE..43","stacked.regression",0.93,-0.000386160339894624,3.78114331983898e-05,0.03
"DTE..43","TWFE",0.93,-0.000705140404711094,0.000102003167306987,0.04
"DTE..43","TWFE.ever.adopted",0.93,-0.000705140404711094,0.000102003167306987,0.04
"DTE..44","group.time.ATT",0.92,0.00089839203013365,3.45740383348558e-05,0.03
"DTE..44","group.time.ATT.ever.adopted",0.88,0.000520202684121246,6.05144909707771e-05,0.04
"DTE..44","stacked.regression",0.9,9.00987265524062e-06,3.36413572941418e-05,0.04
"DTE..44","TWFE",0.96,-0.000304765636559324,6.04028975572797e-05,0.02
"DTE..44","TWFE.ever.adopted",0.96,-0.000304765636559324,6.04028975572797e-05,0.02
"DTE..45","group.time.ATT",0.94,-0.000505213833705825,3.69362276856566e-05,0.02
"DTE..45","group.time.ATT.ever.adopted",0.81,6.81027783416762e-05,7.17779850928613e-05,0.05
"DTE..45","stacked.regression",0.88,-0.000889382157478409,3.2405341799363e-05,0.08
"DTE..45","TWFE",0.95,-0.000439929217746436,0.000100973094944163,0.03
"DTE..45","TWFE.ever.adopted",0.95,-0.000439929217746436,0.000100973094944163,0.03
"DTE..46","group.time.ATT",0.96,0.000303760665817793,3.14058933619359e-05,0.03
"DTE..46","group.time.ATT.ever.adopted",0.79,0.000691564178009758,6.04249833520278e-05,0.12
"DTE..46","stacked.regression",0.94,-0.000384168323772585,3.05035344889086e-05,0.05
"DTE..46","TWFE",0.95,-0.00113050899619326,5.53741464695109e-05,0.05
"DTE..46","TWFE.ever.adopted",0.95,-0.00113050899619326,5.53741464695109e-05,0.05
"DTE..47","group.time.ATT",0.92,-0.000720493547360653,3.28972993103369e-05,0.05
"DTE..47","group.time.ATT.ever.adopted",0.78,-0.00126923434331711,6.50743335669796e-05,0.12
"DTE..47","stacked.regression",0.95,-0.000687928989590378,2.93642396285339e-05,0.05
"DTE..47","TWFE",0.95,-0.000884466200673294,9.26017896908858e-05,0.04
"DTE..47","TWFE.ever.adopted",0.95,-0.000884466200673294,9.26017896908858e-05,0.04
